0.01844,,
0.01997,,
0.02057,,
0.02407,,
0.02259,,
0.01874,,Total:
0.02036,,586.91212
0.02145,,
0.09181,,Media:
0.03001,,0.058691212
0.02744,,
0.02524,,
0.02232,,Desvio Padraﬁo:
0.02271,,0.287284408084308
0.02593,,
0.02413,,
0.02911,,
0.02755,,
0.03268,,
0.09649,,
0.10462,,
0.02791,,
0.02319,,
0.03499,,
0.1829,,
0.0234,,
0.02396,,
0.02422,,
0.02248,,
0.02632,,
0.01999,,
0.02284,,
0.0228,,
0.02008,,
0.02874,,
0.02634,,
0.02679,,
0.0611,,
0.02323,,
0.01985,,
0.0208,,
0.02836,,
0.09132,,
0.02417,,
0.02664,,
0.05944,,
0.02533,,
0.03678,,
0.04461,,
0.02992,,
0.02109,,
0.02017,,
0.02087,,
0.02056,,
0.02048,,
0.02342,,
0.02075,,
0.02102,,
0.02054,,
0.02812,,
0.15027,,
0.13699,,
0.02418,,
0.02008,,
0.02494,,
0.02372,,
0.02372,,
0.02406,,
0.0246,,
0.02354,,
0.03071,,
0.02401,,
0.02451,,
0.02139,,
0.02785,,
0.02279,,
0.02532,,
0.02424,,
0.029,,
0.03158,,
0.02286,,
0.02145,,
0.02707,,
0.02048,,
0.02788,,
0.12312,,
0.18444,,
0.02385,,
0.02402,,
0.0295,,
0.02237,,
0.02056,,
0.0193,,
0.07438,,
0.0593,,
0.31453,,
0.07207,,
0.07392,,
0.06911,,
0.07452,,
0.03068,,
0.07255,,
0.0509,,
0.05076,,
0.16878,,
0.035,,
0.1456,,
0.08131,,
0.08579,,
0.10194,,
0.09001,,
0.10138,,
0.08157,,
0.09889,,
0.0823,,
0.021,,
0.02859,,
0.10955,,
0.04983,,
0.01992,,
0.02939,,
0.08126,,
0.07046,,
0.07295,,
0.07806,,
0.04135,,
0.02724,,
0.02803,,
0.03821,,
0.07738,,
0.09452,,
0.02786,,
0.03169,,
0.02443,,
0.02627,,
0.02749,,
0.0247,,
0.02788,,
0.03352,,
0.03637,,
0.1698,,
0.3417,,
0.02593,,
0.02914,,
0.02223,,
0.01937,,
0.01883,,
0.01867,,
0.01989,,
0.02155,,
0.01992,,
0.0256,,
0.02725,,
0.02454,,
0.02735,,
0.02219,,
0.02632,,
0.02795,,
0.02604,,
0.03135,,
0.02405,,
0.02824,,
0.02746,,
0.17636,,
0.77865,,
0.03061,,
0.02883,,
0.02878,,
0.04432,,
0.02762,,
0.03089,,
0.02177,,
0.02242,,
0.03541,,
0.02967,,
0.03262,,
0.10931,,
0.02792,,
0.03568,,
0.05664,,
0.07639,,
0.03595,,
0.11427,,
0.02252,,
0.12087,,
0.05554,,
0.02381,,
0.11208,,
0.16838,,
0.13895,,
0.0305,,
0.03167,,
0.14976,,
0.03175,,
0.03389,,
0.03225,,
0.04307,,
0.17711,,
0.17256,,
0.07143,,
1.08344,,
0.0657,,
0.07997,,
0.06945,,
0.06555,,
0.22902,,
0.04933,,
0.02783,,
0.02911,,
0.02954,,
0.02641,,
0.0277,,
0.03016,,
0.02965,,
0.02892,,
0.03049,,
0.06043,,
0.47732,,
0.02139,,
0.0295,,
0.02534,,
0.02679,,
0.02779,,
0.0263,,
0.02574,,
0.02518,,
0.02677,,
0.02539,,
0.02276,,
0.02612,,
0.02758,,
0.02023,,
0.02042,,
0.02207,,
0.04146,,
0.47021,,
0.02609,,
0.03238,,
0.03656,,
0.06075,,
0.12159,,
0.02603,,
0.0283,,
0.02931,,
0.02746,,
0.02916,,
0.02991,,
0.02617,,
0.02636,,
0.0306,,
0.02996,,
0.04903,,
0.03632,,
0.02878,,
0.03062,,
0.02707,,
0.02788,,
0.02717,,
0.02486,,
0.16191,,
0.03233,,
0.04544,,
0.03288,,
0.0276,,
0.15274,,
1.61588,,
0.0365,,
0.02352,,
0.0246,,
0.02504,,
0.0244,,
0.02747,,
0.02412,,
0.02533,,
0.02675,,
0.02707,,
0.02754,,
0.02869,,
0.02575,,
0.03023,,
0.03311,,
0.03617,,
0.25111,,
4.33809,,
0.05813,,
0.06833,,
0.0623,,
0.06134,,
0.06229,,
0.06277,,
0.06185,,
0.07266,,
0.04675,,
0.02159,,
0.02642,,
0.02118,,
0.02529,,
0.02284,,
0.02599,,
0.03011,,
0.04575,,
0.40086,,
0.02739,,
0.02401,,
0.02026,,
0.03321,,
0.03877,,
0.03789,,
0.02586,,
0.02123,,
0.02183,,
0.02065,,
0.02089,,
0.0207,,
0.03065,,
0.08956,,
0.10767,,
0.13529,,
2.8998,,
0.032,,
0.03259,,
0.03217,,
0.08263,,
0.07624,,
0.06236,,
0.07407,,
0.1304,,
0.49631,,
0.03276,,
0.49229,,
0.05099,,
0.06146,,
0.06137,,
0.0611,,
0.06021,,
0.12809,,
7.32806,,
0.04006,,
0.03119,,
0.02445,,
0.02646,,
0.04824,,
0.05497,,
0.02632,,
0.02433,,
0.02465,,
0.02832,,
0.01937,,
0.0231,,
0.0607,,
0.029,,
0.02979,,
0.0197,,
0.02132,,
0.02084,,
0.0235,,
0.0384,,
0.30361,,
0.01806,,
0.01892,,
0.02117,,
0.01762,,
0.02051,,
0.02031,,
0.02842,,
0.02697,,
0.02278,,
0.01869,,
0.02646,,
0.02576,,
0.02583,,
0.02678,,
0.02088,,
0.02207,,
0.05589,,
0.14762,,
0.0457,,
0.01973,,
0.03147,,
0.02431,,
0.02745,,
0.05804,,
0.02436,,
0.02954,,
0.02565,,
0.02847,,
0.02616,,
0.03319,,
0.04006,,
0.02917,,
0.03029,,
0.04745,,
0.04962,,
0.02669,,
0.05139,,
0.02236,,
0.04017,,
0.04588,,
0.06768,,
0.08082,,
0.03133,,
0.02287,,
0.02937,,
0.03465,,
0.02547,,
0.02623,,
0.02555,,
0.02998,,
0.0296,,
0.02947,,
0.03506,,
0.02716,,
0.02466,,
0.02795,,
0.03387,,
0.13413,,
0.02752,,
0.02369,,
0.03178,,
0.04838,,
0.02895,,
0.03177,,
0.02622,,
0.0324,,
0.04577,,
0.02588,,
0.02961,,
0.04841,,
0.05511,,
0.03135,,
0.03873,,
0.0363,,
0.23445,,
0.04171,,
0.03312,,
0.02768,,
0.02912,,
0.0446,,
0.04222,,
0.03306,,
0.03304,,
0.06716,,
0.0299,,
0.03432,,
0.06023,,
0.05731,,
0.03202,,
0.07243,,
0.02956,,
0.03433,,
0.08779,,
0.04161,,
0.06015,,
0.04213,,
0.02658,,
0.02668,,
0.0768,,
0.0272,,
0.02915,,
0.0251,,
0.03251,,
0.02814,,
0.0267,,
0.02881,,
0.02711,,
0.02703,,
0.0245,,
0.02659,,
0.0729,,
0.02905,,
0.03609,,
0.03154,,
0.07313,,
0.0563,,
0.04232,,
0.04739,,
0.05145,,
0.02427,,
0.02333,,
0.02695,,
0.072,,
0.08525,,
0.0231,,
0.02045,,
0.02085,,
0.0241,,
0.07055,,
0.07549,,
0.08348,,
0.0207,,
0.07636,,
0.0257,,
0.0239,,
0.02039,,
0.02152,,
0.02473,,
0.02378,,
0.02484,,
0.02449,,
0.02574,,
0.02033,,
0.02224,,
0.02865,,
0.04449,,
0.12969,,
0.02826,,
0.02864,,
0.02784,,
0.02263,,
0.02925,,
0.04042,,
0.34357,,
0.03184,,
0.03736,,
0.06261,,
0.02519,,
0.0226,,
0.02477,,
0.02483,,
0.02745,,
0.02604,,
0.02772,,
0.02506,,
